,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
9536,Hyderabad,13-03-2016,57.96,98.74,5.5,8.84,12.98,10.27,0.82,6.35,47.36,0.67,3.83,121,Moderate
9537,Hyderabad,14-03-2016,63.41,96.78,5.24,8.98,12.78,10.26,0.86,6.13,46.51,0.8,4.04,126,Moderate
9538,Hyderabad,15-03-2016,48.22,87.46,5.67,8.51,12.81,10.29,0.85,4.96,25.95,0.73,3.83,109,Moderate
9539,Hyderabad,16-03-2016,49.29,83.28,5.47,13.73,18.23,10.11,0.83,5.05,30.63,0.64,3.29,106,Moderate
9540,Hyderabad,17-03-2016,45.8,77.21,11.98,13.46,25.45,25.24912927,1.05,5.53,28.15,0.62,3.32,111,Moderate
9541,Hyderabad,19-03-2016,52.53,91.79,4.46,2.57,4.54,9.14,1.01,4.48,45.44,1.19,5.25,95,Satisfactory
9542,Hyderabad,20-03-2016,65.12,98.55,5.36,2.69,5.31,10.32,1.37,6.6,36.69,2.36,12.1,111,Moderate
9543,Hyderabad,21-03-2016,56.19,105.42,5.62,3,5.66,10.22,1.66,9.28,28.03,2.99,15.19,112,Moderate
9544,Hyderabad,22-03-2016,56.72,103.22,5.51,3.09,5.83,10.4,1.53,12.25,45.66,3.02,21.34,121,Moderate
9545,Hyderabad,23-03-2016,77.4,101.33,10.15,14.08,22.41,10.39,1.68,10.62,42.17,2.3,12.17,123,Moderate
9546,Hyderabad,24-03-2016,73.6,105.96,5.26,10.41,14.27,10.31,0.85,5.67,53.31,0.93,5.12,160,Moderate
9547,Hyderabad,25-03-2016,73.9,104.01,5.61,11.53,15.68,10.34,1.01,6.29,52.35,0.9,5.75,151,Moderate
9548,Hyderabad,26-03-2016,61.09,106.24,5.46,11.4,15.49,10.35,0.91,4.08,49.85,0.93,4.36,134,Moderate
9549,Hyderabad,27-03-2016,69.37,108.55,5.36,9.86,13.88,10.29,1,3.7,62.11,0.87,3.77,141,Moderate
9550,Hyderabad,28-03-2016,64.25,111.27,5.24,9.19,13.03,10.31,1.18,4.33,55.42,0.72,3.6,138,Moderate
9551,Hyderabad,29-03-2016,58.28,101.14,5.44,11.1,15.26,10.12,1.12,3.25,50.93,0.86,3.61,123,Moderate
9552,Hyderabad,30-03-2016,55.96,95.45,5.7,11.15,15.47,10.16,1.13,3.89,46.22,0.89,4.24,125,Moderate
9553,Hyderabad,31-03-2016,43.84,89.56,3.5,10.39,12.31,10.31,0.66,4.58,42.02,0.69,3.52,92,Satisfactory
9554,Hyderabad,1/4/2016,57.97,99.89,4.06,11.52,13.91,10.47,0.9,6.58,47.76,1.08,7.15,103,Moderate
9555,Hyderabad,3/4/2016,70.8,100.96,1.31,24.28,27.17,25.24912927,0.84,4.33,54.71,1.23,5.12,103,Moderate
9556,Hyderabad,4/4/2016,53.75,104.14,8.83,24.81,28.55,28.56,1.21,4.43,50.46,0.84,3.62,146,Moderate
9557,Hyderabad,5/4/2016,52.91,116.28,4.51,34.56,23.81,26.16,0.86,5.58,47.1,0.99,5.3,103,Moderate
9558,Hyderabad,6/4/2016,50.6,114.32,9.27,33.59,30.45,22.29,1.5,4.5,43.43,0.73,4.34,117,Moderate
9559,Hyderabad,7/4/2016,42.22,96.54,3.83,31.94,23.71,22.34,0.96,5.25,45.28,0.76,4.1,120,Moderate
9560,Hyderabad,8/4/2016,31.46,84.57,5.28,35.11,23.23,20.01,0.8,4.88,47.55,0.91,4.38,88,Satisfactory
9561,Hyderabad,9/4/2016,31.88,70,7.2,32.42,21.16,19.59,0.87,4.28,35.94,0.89,3.84,77,Satisfactory
9562,Hyderabad,10/4/2016,28.04,75.69,6.76,34.6,21.91,17.59,0.82,6.37,40.03,0.88,5.14,79,Satisfactory
9563,Hyderabad,11/4/2016,46.8,100.44,7.67,34.5,28.29,18.48,1.24,3.38,44.25,0.83,4.09,99,Satisfactory
9564,Hyderabad,12/4/2016,48.99,87.94,12.85,34.56,37.07,19.29,1.61,10.06,41,0.69,4.45,117,Moderate
9565,Hyderabad,13-04-2016,55.96,98.92,12.5,31.16,32.34,22.54,1.24,6.89,40.31,0.84,5.48,116,Moderate
9566,Hyderabad,14-04-2016,66.47,109.42,11.84,37,35.18,25.98,1.2,10.04,42.49,1.35,5.99,131,Moderate
9567,Hyderabad,15-04-2016,54.58,102.11,4.9,23.02,19.15,23.21,0.83,4.06,50.46,0.92,3.77,121,Moderate
9568,Hyderabad,16-04-2016,70.92,96.84,4.74,21.28,18.48,21.43,1.05,3.85,48.14,0.57,2.94,125,Moderate
9569,Hyderabad,17-04-2016,63.68,95.59,4.81,20.25,17.83,21.25,0.97,5.27,40.9,0.64,3.28,151,Moderate
9570,Hyderabad,18-04-2016,51.86,108.24,4.68,28.92,23.65,22.27,1.2,4.67,27.96,0.99,4.38,139,Moderate
9571,Hyderabad,19-04-2016,37.66,78.68,7.38,27.73,24.53,20.13,1.1,7.1,26.39,0.64,4.01,107,Moderate
9572,Hyderabad,20-04-2016,45,93.9,8.98,33.13,29.96,22.38,1.02,7.21,29.12,0.68,3.69,105,Moderate
9573,Hyderabad,21-04-2016,48.65,87.02,4.58,33.5,24.68,23.69,1.3,5.98,36.99,0.9,4.98,120,Moderate
9574,Hyderabad,22-04-2016,41.99,103.25,11.78,41,28.75,22.04,1.06,6.03,40.99,1.16,6.37,100,Satisfactory
9575,Hyderabad,23-04-2016,26,93.08,4.34,21.79,13.84,18.78,0.6,8.13,58.17,0.6,3.36,101,Moderate
9576,Hyderabad,26-04-2016,56.86,109,8.33,44.83,30.9,34.24,0.17,9.29,39.46,0.77,3.64,102,Moderate
9577,Hyderabad,27-04-2016,52.96,108.3,10.35,34.44,30.89,38.48,0.9,7.58,24.33,0.53,3.21,129,Moderate
9578,Hyderabad,28-04-2016,44.3,89.26,11.41,34.53,32.21,31.97,0.51,8.18,34.32,0.44,2.87,110,Moderate
9579,Hyderabad,29-04-2016,40.1,85.11,8.83,32.79,28.28,33.59,0.48,6.71,31.34,0.44,3.01,99,Satisfactory
9580,Hyderabad,30-04-2016,33.33,76.71,8.73,31.35,28.66,33.19,0.47,7.87,47.78,0.36,2.41,100,Satisfactory
9581,Hyderabad,1/5/2016,46.08,107.77,9.55,31.1,28.46,29.73,0.49,6.57,40.05,0.55,3.61,108,Moderate
9582,Hyderabad,2/5/2016,37.28,84.02,4.85,26.57,21.07,23.99,0.43,6.13,52.45,0.25,1.39,104,Moderate
9583,Hyderabad,3/5/2016,40.37,87.52,5.33,35.95,27.93,30.58,0.71,3.05,34.06,0.46,3.22,116,Moderate
9584,Hyderabad,4/5/2016,30.1,56.02,6.46,20.72,18.45,44.38,0.38,5.1,49.45,0.25,1.88,92,Satisfactory
9585,Hyderabad,5/5/2016,29.22,60.54,10.85,29.21,27.98,28.44,0.39,10.13,41.7,0.38,2.1,67,Satisfactory
9586,Hyderabad,6/5/2016,60.88,66.45,9.09,44.45,33.89,48.05,0.7,1.15,26.27,0.38,1.19,72,Satisfactory
9587,Hyderabad,7/5/2016,89.48,94.11,18.33,59.85,47.12,59.64,1.08,2.75,34.35,0.5,0.55,90,Satisfactory
9588,Hyderabad,8/5/2016,40.12,50.94,24.62,35.16,51.79,78.57,1.65,6.65,43.27,0.19,0.98,156,Moderate
9589,Hyderabad,9/5/2016,50.76,82.05,7.79,33.2,33.14,35.16,1.27,5.84,41.24,0.32,1.79,167,Moderate
9590,Hyderabad,10/5/2016,30.45,56,8.8,44.42,25.36,34.26,1.27,8.4,35.04,0.47,4.37,105,Moderate
9591,Hyderabad,11/5/2016,60.7,81.89,20.76,51.24,50,31.42,1.42,7.73,24.56,0.91,7.68,105,Moderate
9592,Hyderabad,12/5/2016,51.09,96.09,18.48,46.69,46.61,30.83,1.66,15.51,38,0.44,3.58,135,Moderate
9593,Hyderabad,13-05-2016,45.67,82.71,6.1,38.21,29.19,29.29,0.94,5.84,44.28,0.36,2.87,110,Moderate
9594,Hyderabad,14-05-2016,46.24,90.98,5.03,35.88,26.3,30.57,0.9,5.23,51.78,0.31,1.96,110,Moderate
9595,Hyderabad,15-05-2016,31.02,65.19,6.5,25,20.89,28.73,0.82,5.39,29.69,0.34,1.9,95,Satisfactory
9596,Hyderabad,16-05-2016,28.39,73.3,8.82,29.68,25.85,27.59,0.79,4.71,31.52,0.32,2.11,92,Satisfactory
9597,Hyderabad,17-05-2016,23.03,66.3,7.53,28.72,23.51,31.26,0.69,9.34,22.35,0.29,1.88,83,Satisfactory
9598,Hyderabad,18-05-2016,29.65,72.39,9.35,28.29,25.18,29.08,0.84,7.27,23.33,0.3,1.97,84,Satisfactory
9599,Hyderabad,19-05-2016,34.57,68.51,6.07,26.2,22.43,26.92,0.65,6.7,22,0.22,1.58,86,Satisfactory
9600,Hyderabad,20-05-2016,29.56,53.7,8.71,19.21,19.22,39.66,0.6,3.26,32.38,0.18,0.69,92,Satisfactory
9601,Hyderabad,21-05-2016,32.82,71.8,5.54,16.81,17.74,34.21,0.48,5.56,16.96,0.08,0.5,105,Moderate
9602,Hyderabad,22-05-2016,34.45,87,8.08,22.97,22.12,22.35,0.67,5.71,18.1,0.33,2.46,93,Satisfactory
9603,Hyderabad,23-05-2016,30.51,66.12,5.61,22.26,19.54,20.06,0.58,5.2,18.19,0.11,0.83,95,Satisfactory
9604,Hyderabad,24-05-2016,31.95,72.51,9.64,24.79,25.28,20.42,0.63,5.62,20.13,0.15,1.27,87,Satisfactory
9605,Hyderabad,25-05-2016,48.62,67.89,13.77,23.86,28.59,20.86,0.59,5.85,19.21,0.18,1.96,104,Moderate
9606,Hyderabad,26-05-2016,42.25,44.45,9.96,22.65,24.95,21.38,0.52,4.88,22.3,0.12,1.08,147,Moderate
9607,Hyderabad,27-05-2016,26.64,57.84,6.44,19.09,18.62,18.67,0.51,5.22,28.01,0.09,0.68,85,Satisfactory
9608,Hyderabad,28-05-2016,25.43,63.82,5.24,20.32,17.85,19.2,0.53,6,29.17,0.12,0.78,80,Satisfactory
9609,Hyderabad,29-05-2016,26.04,76.71,5.44,21.04,18.29,18.94,0.57,5.33,27.41,0.28,1.54,85,Satisfactory
9610,Hyderabad,9/8/2016,8.86,41.75,6.5,8.99,15.02,12.11,0.68,6.51,10.1,0.1,0.56,86,Satisfactory
9611,Hyderabad,10/8/2016,9.41,38.77,4.83,8.64,11.86,12.28,0.45,6.92,9.76,0.07,0.46,84,Satisfactory
9612,Hyderabad,11/8/2016,7.81,26.51,5.34,9.11,10.68,11.83,0.44,6.2,9.13,0.09,0.55,63,Satisfactory
9613,Hyderabad,2/9/2016,6.31,28.63,10.71,44.71,13.01,31.07,0.39,7.71,13.53,0.06,0.85,87,Satisfactory
9614,Hyderabad,3/9/2016,10.4,30.27,13.23,57.09,17.23,15.31,0.45,10.59,14.46,0.06,0.49,78,Satisfactory
9615,Hyderabad,4/9/2016,23,62.17,6.93,46.21,3.46,44.05,0.07,3.71,14.74,0.01,0.04,49,Good
9616,Hyderabad,6/9/2016,28.28,87.32,14.82,74.51,18.74,36.24,0.27,16.38,14.26,0.08,1.3,85,Satisfactory
9617,Hyderabad,7/9/2016,37.15,99.05,17.64,84.52,27.1,32.48,0.39,8.3,13.15,0.26,4.77,97,Satisfactory
9618,Hyderabad,8/9/2016,25,82.86,16.61,78.74,16.86,27.66,0.2,12.95,15.26,0.09,1.79,93,Satisfactory
9619,Hyderabad,10/9/2016,37.09,82.11,12.5,78.98,26.06,22.62,0.37,13.91,15.02,0.1,1.9,92,Satisfactory
9620,Hyderabad,11/9/2016,24.59,59.97,13.43,70.69,22.2,26.24,0.32,4.45,16.52,0.1,0.74,66,Satisfactory
9621,Hyderabad,12/9/2016,30.49,69.68,11.8,59.25,20.74,16.75,0.28,12.54,15.39,0.08,1.34,65,Satisfactory
9622,Hyderabad,13-09-2016,23.2,43.26,10.21,42.07,14.05,19.98,0.31,9.58,22.48,0.08,0.78,66,Satisfactory
9623,Hyderabad,14-09-2016,23.25,46.02,10.27,42.44,14.15,12.34,0.13,12.68,21.14,0.06,0.95,55,Satisfactory
9624,Hyderabad,15-09-2016,15.79,36.7,12.37,46.68,15.99,15.62,0.15,11.29,18.76,0.1,1.52,70,Satisfactory
9625,Hyderabad,16-09-2016,10.75,22.54,9.73,35,7.61,38.51,0.27,2.6,8.26,0.03,0.21,59,Satisfactory
9626,Hyderabad,20-09-2016,9.93,21.82,8.85,31.44,11.36,6.56,0.25,1.98,24.77,0.05,0.22,62,Satisfactory
9627,Hyderabad,21-09-2016,17.82,31.93,10.85,38.08,19.18,16.51,0.11,2.83,21.43,0.1,0.72,52,Satisfactory
9628,Hyderabad,22-09-2016,13.08,34.21,10.23,37.98,11.32,9.41,0.1,4.39,26.59,0.04,0.7,52,Satisfactory
9629,Hyderabad,23-09-2016,7,11,9.66,43.87,3.57,28.86,0.09,15.62,17.76,0.02,0.11,34,Good
9630,Hyderabad,25-09-2016,21.28,37.15,10.08,43.64,10.2,31.24,0.17,4.1,21.7,0.05,0.3,66,Satisfactory
9631,Hyderabad,26-09-2016,31.01,71.78,14.44,49.62,15.21,32.74,0.24,16.22,21.89,0.1,3.15,82,Satisfactory
9632,Hyderabad,27-09-2016,33.84,76.67,11.69,51.19,16.1,18.67,0.3,7.71,23.63,0.11,3.73,78,Satisfactory
9633,Hyderabad,28-09-2016,42.99,91.44,12.46,57.36,17.01,12.5,0.11,9.43,25.64,0.11,3.79,86,Satisfactory
9634,Hyderabad,29-09-2016,39.5,103.83,8.76,53.2,15.5,16.89,0.17,7.08,27.93,0.08,1.92,100,Satisfactory
9635,Hyderabad,30-09-2016,37.67,101.49,8.09,45.98,13.6,11.83,0.01,6.55,35.03,0.06,1.71,103,Moderate
9636,Hyderabad,1/10/2016,16.68,31.02,9.57,42.12,20.85,25.01,0.24,8.03,29.57,0.08,1.2,70,Satisfactory
9637,Hyderabad,2/10/2016,13.57,24.85,9.42,41.65,12.52,19.43,0.11,2.73,30.28,0.05,0.29,55,Satisfactory
9638,Hyderabad,3/10/2016,12.72,33.72,7.59,26.93,7.84,17.95,0.19,9.91,25.02,0.02,0.11,72,Satisfactory
9639,Hyderabad,4/10/2016,11.98,35.51,9.57,42.12,13.8,9,0.03,6.74,22.95,0.03,0.11,47,Good
9640,Hyderabad,5/10/2016,9.83,32.3,10.92,35.58,12.75,12.28,0.07,5.53,23.2,0.02,0.09,73,Satisfactory
9641,Hyderabad,6/10/2016,15.29,52.36,13.83,47.47,16.72,14.01,0.1,6.85,20.62,0.02,0.2,56,Satisfactory
9642,Hyderabad,7/10/2016,15.45,57.53,10.46,40.95,13.83,10.52,0.2,6.22,23.05,0.01,0.17,63,Satisfactory
9643,Hyderabad,8/10/2016,16.38,37.54,10.7,39.15,12.18,11.07,0.08,3.2,22.36,0.01,0.21,55,Satisfactory
9644,Hyderabad,9/10/2016,12.88,45.38,11.5,45.99,3.87,11.22,0.05,1.55,30.7,0,0.06,65,Satisfactory
9645,Hyderabad,12/10/2016,48.55,108.27,10.24,45.48,9.94,15.37,0.43,19.26,27.61,0.23,3.94,106,Moderate
9646,Hyderabad,13-10-2016,50.52,99.86,12.08,63.89,20.04,21.18,0.65,15.29,26.79,0.48,10.12,104,Moderate
9647,Hyderabad,14-10-2016,44.48,94.36,10.91,73.13,21.83,31.36,0.62,22.54,33.44,0.53,6.69,97,Satisfactory
9648,Hyderabad,15-10-2016,45.06,101,8.9,61.79,15.27,27.21,0.59,15.96,38.65,0.22,4.61,97,Satisfactory
9649,Hyderabad,16-10-2016,56.83,104.28,15.01,75.39,23.92,31.41,0.79,21.55,33.68,0.33,8.32,108,Moderate
9650,Hyderabad,17-10-2016,54.95,94.42,26.16,87.44,31.02,28.7,0.53,23.06,26.69,0.47,9.19,100,Satisfactory
9651,Hyderabad,18-10-2016,60.17,94.51,21.31,92.33,29.15,26.25,0.59,27.92,25.99,0.17,3.61,97,Satisfactory
9652,Hyderabad,19-10-2016,58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,0.07,1.53,103,Moderate
9653,Hyderabad,20-10-2016,61.53,106.2,11.99,77.75,23.4,29.1,0.81,34.73,35.26,0.09,1.88,104,Moderate
9654,Hyderabad,21-10-2016,59.04,100.29,12.44,71.09,21.95,39.49,0.51,35.22,35.03,0.13,3.11,102,Moderate
9655,Hyderabad,22-10-2016,54.48,108.28,13.08,79.11,24.12,53.38,0.39,29.12,34.31,0.08,1.5,104,Moderate
9656,Hyderabad,23-10-2016,61.88622342,106.91,11.06,86.29,25.14,54.55,0.55,37.97,40.26,0.1,3.39,111,Moderate
9657,Hyderabad,24-10-2016,58.23,108.26,10.82,66.72,20.79,34.59,0.3,30.29,29.52,0.08,2.06,107,Moderate
9658,Hyderabad,25-10-2016,64.18,103.01,11.65,68.11,20.88,30.24,0.38,18.9,27.18,0.06,1.27,114,Moderate
9659,Hyderabad,26-10-2016,61.11,105.64,11.8,60.83,19.19,47.92,0.33,32.05,38.81,0.11,1.83,107,Moderate
9660,Hyderabad,27-10-2016,64.35,101.48,11.68,50.97,16.75,45.17,0.33,44.21,56.45,0.09,2.43,117,Moderate
9661,Hyderabad,28-10-2016,62.16,99.01,9.59,41.2,13.55,39.85,0.38,47.38,70.1,0.07,1.48,116,Moderate
9662,Hyderabad,29-10-2016,73.11,104.96,10.85,49.76,16.1,42.24,0.5,46.17,56.15,0.07,1.78,130,Moderate
9663,Hyderabad,30-10-2016,63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,0.09,1.61,129,Moderate
9664,Hyderabad,31-10-2016,58.15,84.2,8.84,24.36,11.15,26.1,0.54,23.55,46.88,0.07,1.37,106,Moderate
9665,Hyderabad,1/11/2016,73.45,106.62,9.75,35.18,17.47,24.59,0.57,47.02,58.59,0.17,4.44,118,Moderate
9666,Hyderabad,2/11/2016,64.93,100.92,9.23,22.8,8.34,21.5,0.35,45.54,68.19,0.2,2.78,134,Moderate
9667,Hyderabad,3/11/2016,61.75,97.54,9.6,23.49,9.26,20.77,0.35,35.06,58.34,0.08,1.68,104,Moderate
9668,Hyderabad,4/11/2016,65.1,101.16,9.43,13.74,5.38,9.27,0.36,31.95,58.26,0.05,1.63,113,Moderate
9669,Hyderabad,5/11/2016,67.23,100.75,10.41,31.41,11.5,12.51,0.26,31.89,66.88,0.08,1.35,151,Moderate
9670,Hyderabad,6/11/2016,65.76,104.57,9.87,25.01,9.76,13.96,0.36,31.29,66.89,0.08,1.73,119,Moderate
9671,Hyderabad,7/11/2016,66.65,112.8,8.73,18.35,7.51,22.83,0.35,40.78,72.73,0.16,1.99,124,Moderate
9672,Hyderabad,8/11/2016,60.51,107.1,8.57,36.85,12.13,25.37,0.47,38.63,66.96,0.13,2.09,112,Moderate
9673,Hyderabad,9/11/2016,65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,0.12,1.21,147,Moderate
9674,Hyderabad,10/11/2016,71.55,106.32,9.65,56.07,17.15,36.33,0.45,46.68,79.48,0.11,1.66,144,Moderate
9675,Hyderabad,11/11/2016,62.24,97.74,8.99,52.96,25.65,33.77,0.92,46.54,79.89,0.13,2.3,129,Moderate
9676,Hyderabad,12/11/2016,61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,0.08,1.54,152,Moderate
9677,Hyderabad,13-11-2016,60.96,98.46,8.93,48.17,14.97,30.06,0.64,28.22,91.75,0.05,0.86,163,Moderate
9678,Hyderabad,14-11-2016,61.46,99.72,10.06,45.51,14.73,31.45,0.74,16.38,59.28,0.05,0.76,122,Moderate
9679,Hyderabad,15-11-2016,67.56,102.5,9.75,35.21,12.11,27.89,0.54,25.31,55.35,0.06,1.11,125,Moderate
9680,Hyderabad,16-11-2016,59.73,101.38,8.44,36.72,11.96,31.12,0.59,51.36,78.43,0.07,1.02,140,Moderate
9681,Hyderabad,17-11-2016,63.35,103.32,8.28,38.09,12.26,33.57,0.49,42.96,75.33,0.05,0.85,104,Moderate
9682,Hyderabad,18-11-2016,61.71,95.29,8.64,41.53,13.22,29.05,0.45,37.9,76.18,0.08,0.83,133,Moderate
9683,Hyderabad,19-11-2016,61.8,98.96,10.96,58.71,18.26,36.62,0.52,44.93,67.7,0.07,0.82,141,Moderate
9684,Hyderabad,20-11-2016,61,96.5,11.02,63.32,19.38,33.56,0.57,30.3,64.43,0.02,0.57,122,Moderate
9685,Hyderabad,21-11-2016,55.76,85.33,11.63,59.47,18.69,38.92,0.51,36.43,53.54,0.03,0.57,105,Moderate
9686,Hyderabad,22-11-2016,60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,0.02,0.49,98,Satisfactory
9687,Hyderabad,23-11-2016,62.65,91.64,10.05,51.12,14.74,37.16,0.52,34.96,63.49,0.05,0.85,124,Moderate
9688,Hyderabad,24-11-2016,64.38,95.85,12.59,60.39,19.27,30.2,0.64,31.07,67.2,0.04,0.65,162,Moderate
9689,Hyderabad,25-11-2016,63.41,102.09,10.63,37.87,13.16,23.54,0.59,41.97,50.88,0.02,0.61,136,Moderate
9690,Hyderabad,26-11-2016,52.96,90.29,7.65,8.25,4.6,5.08,0.55,38.34,32.64,0.03,0.44,109,Moderate
9691,Hyderabad,27-11-2016,59.95,98.75,7.69,5.3,4.13,3.64,0.5,48.96,51.89,0.03,0.67,106,Moderate
9692,Hyderabad,28-11-2016,63.92,103.2,7.48,5.31,3.59,4.08,0.49,42.29,57.06,0.02,0.46,105,Moderate
9693,Hyderabad,29-11-2016,55.4,95.5,7.97,27.3,6.7,16.48,0.3,41.03,49.06,0.02,0.36,113,Moderate
9694,Hyderabad,30-11-2016,58.98,95.61,12.12,72,14.58,41.11,0.43,37.54,44.92,0.02,0.34,100,Satisfactory
9695,Hyderabad,1/12/2016,58.86,97.97,10.58,54.03,10.45,31.73,0.38,23.1,49.67,0.02,0.15,103,Moderate
9696,Hyderabad,2/12/2016,61.32,101.59,11.19,54.28,5.18,35.72,0.17,35.08,38.95,0.01,0.08,96,Satisfactory
9697,Hyderabad,3/12/2016,57.06,89.69,9.88,38.29,9.69,23.13,0.28,8.7,33.69,0.03,0.04,112,Moderate
9698,Hyderabad,4/12/2016,59.44,94.88,12.66,40.89,14.51,21.32,0.41,20.04,32.84,0.04,0.12,94,Satisfactory
9699,Hyderabad,5/12/2016,66,104.04,12.87,46.01,15.87,28.38,0.49,38.17,39.49,0.02,0.35,112,Moderate
9700,Hyderabad,6/12/2016,65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,0.02,0.22,115,Moderate
9701,Hyderabad,7/12/2016,58.07,91.26,10.79,58.31,9.62,28.78,0.32,44.6,47.96,0.01,0.13,109,Moderate
9702,Hyderabad,8/12/2016,60.69,102.1,11.49,64.12,11.6,31.26,0.36,36.91,53.68,0.01,0.18,110,Moderate
9703,Hyderabad,9/12/2016,63.73,106.83,9.61,60.81,12.1,17.46,0.29,30.48,62.7,0.02,0.08,126,Moderate
9704,Hyderabad,10/12/2016,61.83,103.12,11.02,60.63,12.58,24.41,0.38,34.5,54.68,0.02,0.42,117,Moderate
9705,Hyderabad,11/12/2016,61.79,97.38,10.11,68.61,13.47,34.77,0.37,45.32,50.84,0.03,1.08,104,Moderate
9706,Hyderabad,12/12/2016,48.86,104.26,11.21,58.18,11.72,26.45,0.45,46.34,45.44,0.02,0.49,103,Moderate
9707,Hyderabad,13-12-2016,60.56,103.88,10.75,55.27,8.25,30.9,0.26,41.86,37.38,0.01,0.46,105,Moderate
9708,Hyderabad,14-12-2016,44.66,62.82,9.33,27.18,5.73,19.33,0.28,7.84,36.95,0.01,0.05,82,Satisfactory
9709,Hyderabad,15-12-2016,57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,0.02,0.31,96,Satisfactory
9710,Hyderabad,16-12-2016,64.61,96.25,13.66,48.99,7.57,27.7,0.28,33.63,44.11,0.02,0.33,133,Moderate
9711,Hyderabad,17-12-2016,56.65,95.79,18.38,60.92,14.28,31.24,0.47,34.23,40.88,0.05,1.14,117,Moderate
9712,Hyderabad,18-12-2016,54.74,94.68,11.85,62.77,12.93,36.11,0.33,38.49,40.87,0.07,1.32,96,Satisfactory
9713,Hyderabad,19-12-2016,61.36,96.74,10.63,65.8,13.12,31.03,0.32,43.85,46.78,0.03,0.97,102,Moderate
9714,Hyderabad,20-12-2016,60.03,94.81,10,67.81,13.49,34.35,0.34,49.63,56.91,0.03,1.02,117,Moderate
9715,Hyderabad,21-12-2016,54.24,95.55,11.18,73.32,14.68,29.32,0.42,45.43,49.4,0.04,1.08,106,Moderate
9716,Hyderabad,22-12-2016,58.12,96.04,8.65,67.71,13.14,42.78,0.36,44.42,49.82,0.07,1.16,102,Moderate
9717,Hyderabad,23-12-2016,60.2,95.54,11.1,67.78,13.76,26.75,0.33,37.44,42.22,0.04,1.07,101,Moderate
9718,Hyderabad,24-12-2016,60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,0.05,1.25,104,Moderate
9719,Hyderabad,25-12-2016,61.28,103.5,8.23,58.82,17.39,19.36,0.51,11.31,63.02,0.03,0.64,106,Moderate
9720,Hyderabad,26-12-2016,53.5,99.82,9.6,55.26,19.56,36.57,0.73,19.3,51.25,0.09,1.31,106,Moderate
9721,Hyderabad,27-12-2016,54.32,92.67,9.02,69.63,25.52,34.58,0.74,42.58,49.14,0.2,3.11,95,Satisfactory
9722,Hyderabad,28-12-2016,62.67,101.25,10.89,73.53,16.43,35.44,0.45,39.57,74.29,0.07,1.55,160,Moderate
9723,Hyderabad,29-12-2016,60.05,98.82,9.38,58.31,14.69,24.76,0.48,10.11,57.89,0.04,0.69,124,Moderate
9724,Hyderabad,30-12-2016,61.49,104.8,9.17,49.74,10.35,25.35,0.37,15.23,80.55,0.03,0.48,160,Moderate
9725,Hyderabad,31-12-2016,61.98,110.38,7.84,40.04,8.45,18.5,0.28,6.27,83.19,0.03,0.23,173,Moderate
9726,Hyderabad,1/1/2017,61.25,100.46,7.54,39.37,8.27,15.38,0.25,6.08,69.11,0.02,0.2,110,Moderate
9727,Hyderabad,2/1/2017,47.21,80.12,9.69,52,10.85,24.87,0.33,20.73,47.61,0.02,0.77,103,Moderate
9728,Hyderabad,3/1/2017,65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,0.03,0.75,103,Moderate
9729,Hyderabad,4/1/2017,116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,0.04,0.99,215,Poor
9730,Hyderabad,5/1/2017,96.21,162.27,10.97,57.6,13.18,36.67,0,25.88,45.66,0.06,1.2,276,Poor
9731,Hyderabad,6/1/2017,75.89,147.99,12.09,69.76,15.64,23.85,0,34.18,36.8,0.04,0.78,158,Moderate
9732,Hyderabad,7/1/2017,63.83,104.25,10.37,37.49,9.45,16.18,0,7.83,58.44,0.03,0.45,137,Moderate
9733,Hyderabad,8/1/2017,62.34,100.56,10.32,34.38,8.88,15.23,0,3.21,52.76,0.02,0.2,102,Moderate
9734,Hyderabad,9/1/2017,51.67,80.46,10.08,30.24,11.37,13.47,0,3.56,60.3,0.02,0.17,96,Satisfactory
9735,Hyderabad,10/1/2017,61.42,112.53,7.05,36.21,8.33,11.94,0,6.6,53.49,0.03,0.29,98,Satisfactory
9736,Hyderabad,11/1/2017,82.34,168.93,11.85,49.71,14.9,19.45,0,29.68,49.64,0.09,1.78,163,Moderate
9737,Hyderabad,12/1/2017,115.47,212.64,11.78,55.94,13.1,30.92,0,55.61,51.68,0.08,1.87,236,Poor
9738,Hyderabad,13-01-2017,108.41,166.25,10.43,49.01,11.51,26.15,0,16.8,43.54,0.06,0.94,281,Poor
9739,Hyderabad,14-01-2017,73.75,114.17,10.06,38.15,9.48,20.75,0,7.78,47.92,0.04,0.35,183,Moderate
